fao_name,common_names,fda_name,taxocode,code_3a,order,family,genus,specific_descriptor
Purple-spotted bigeye,,,1701102601,PQY,Percoidei,Priacanthidae,priacanthus,tayenus
Purpleback flying squid,,,3210506102,YMO,Cephalopoda,Ommastrephidae,Sthenoteuthis,oualaniensis
Pygmy locust lobster,,,2291500906,YLY,Reptantia,Scyllaridae,Scyllarus,pygmaeus
Queen conch,pink conch,,3070600201,COO,Gastropoda,Strombidae,strombus,gigas
Queen crab,snow crab,,2312114501,CRQ,Brachyura,Majidae,Chionoecetes,opilio
Queen scallop,,,3160800105,QSC,Bivalvia,Pectinidae,aequipecten,opercularis
Rabbit fish,,,1120100301,CMO,Chimaeriformes,Chimaeridae,Chimaera,monstrosa
Rainbow abalone,Rainbow abalone,,3070300120,DZS,Patellogastropoda,Haliotidae,Haliotis,iris
Rainbow sardine,Hasselt's sprat ,,1210502901,RAS,Clupeiformes,Clupeidae,dussumieria,acuta
Rainbow shrimp,,,2280101912,NAP,Natantia,Penaeidae,Parapenaeopsis,sculptilis
Rainbow smelt,"American smelt, Smelt",,1230400303,SMR,Salmoniformes,Osmeridae,osmerus,mordax
Rainbow trout,Steelhead trout,,1230100909,TRR,Salmoniformes,Salmonidae,Oncorhynchus,mykiss
Rainbow wrasse,,,1706306601,COU,Percoidei,Labridae,Coris,julis
Raja rays nei,(multispecies),,11004001XX,SKA,Rajiformes,Rajidae,raja,spp.
Ratfishes nei,,,11201004XX,HYD,Chimaeriformes,Chimaeridae,Hydrolagus,spp
Razor mud shrimp,,,2282907212,SQH,"",Soleniceridae,Solenocera,melantho
Red abalone,,,3070300104,ABF,Gastropoda,Haliotidae,Haliotis,rufescens
Red bandfish,,,1706008301,CBC,Percoidei,Cepolidae,Cepola,macrophthalma
Red codling,red cod,,1480201401,NEC,Gadiformes,Moridae,pseudophycis,bachus
Red crab,Atlantic deep-sea red crab,,2314300112,CRR,Brachyura,Geryonidae,Chaceon,quinquedens
Red cusk-eel,"Congrio colorado, Congrio rosado",,1580200102,CUC,Ophidiiformes,Ophidiidae,genypterus,chilensis
Red dory,,,1620101002,ZCD,Zeiformes,Zeidae,Cyttopsis,rosea
Red drum,,,1703741101,RDM,Percoidei,Sciaenidae,Sciaenops,ocellatus
Red grouper,,,1700204228,GPR,Percoidei,Serranidae,epinephelus,morio
Red gurnard,,,1780200403,GUR,Scorpaeniformes,Triglidae,Chelidonichthys,cuculus
Red hake,Squirrel hake,,1480400802,HKR,Gadiformes,Gadidae,urophycis,chuss
Red king crab,Краб камчатский,,2302001801,KCD,Anomura,Lithodidae,Paralithodes,camtschaticus
Red lionfish,"Red lionfish, Scorpion-cod",,1780103602,PZO,Scorpaeniformes,Scorpaenidae,Pterois,volitans
Red mullet,,,1704100702,MUT,Percoidei,Mullidae,Mullus,barbatus
Red pandora,,,1703900807,PAR,Percoidei,Sparidae,Pagellus,bellottii
Red porgy,,,1703919103,RPG,Percoidei,Sparidae,pagrus,pagrus
Red scorpionfish,,,1780100902,RSE,Scorpaeniformes,Scorpaenidae,Scorpaena,scrofa
Red sea catfish,,,1410203704,BEC,Siluriformes,Ariidae,Bagre,pinnimaculatus
Red sea squirt,,,6960900502,SSE,Ascidiacea,Pyuridae,pyura,chilensis
Red sea urchin,Red sea urchin,,6930200403,UYF,"","",Strongylocentrotus,franciscanus
Red seaweeds,,,787XXXXXXX,SWR,Rhodophyceae,,,
Red slipper lobster,,,2291504109,YLK,Reptantia,Scyllaridae,Scyllarides,herklotsii
Red snapping shrimp,,,2283400105,FEL,Natantia,Alpheidae,Alpheus,glaber
Red snow crab,,,2312114503,CWJ,Brachyura,Majidae,Chionoecetes,japonicus
Red swamp crawfish,"Crawfish, crayfish, Cangrejo americano, Cangrejo de las marismas",,2290400101,RCW,Reptantia,Cambaridae,procambarus,clarkii
Red-banded lobster,,,2294200517,MFH,Reptantia,Nephropidae,Metanephrops,thomsoni
Red-eye round herring,Sardina redonda,,1210503101,RRH,Cupleiformes,Dussumieriidae,Etrumeus,acuminatus
Red-eye round herring,Sardina japonesa ,,1210503101,RRH,Clupeiformes,Clupeidae,etrumeus,teres
,"Red-whiskered bulbul, redwing searobin",,1780200802,LDM,Scorpaeniformes,Triglidae,Lepidotrigla,microptera
Redbanded rockfish,"Flag rockfish, Barber pole",,1780100143,RVB,"","",Sebastes,babcocki
Redbanded seabream,,,1703919109,REA,Percoidei,Sparidae,Pagrus,auriga
Redbarred lizardfish,,,1311601005,DYZ,Aulopiformes,Synodontidae,Synodus,synodus
Redfish,"Nannygai, Golden snapper",,1610201201,CXF,Beryciformes,Berycidae,centroberyx,affinis
Redspotted shrimp,,,2280100119,PNB,Natantia,Penaeidae,Penaeus,brasiliensis
Requiem sharks nei,(multispecies),,10802XXXXX,RSK,Carcharhiniformes,Carcharhinidae,"",""
Rex sole,,,1830201103,GLZ,Pleuronectiformes,Pleuronectidae,glyptocephalus,zachirus
River eels nei,River eel nei,,14302002XX,ELX,Anguilliformes,Anguillidae,Anguilla,spp.
Rock goby,,,1732100304,GON,Gobioidei,Gobiidae,Gobius,paganellus
Rock shrimp,brown,,2282802801,RSH,Natantia,Sicyoniidae,Sicyonia,brevirostris
Rock sole,,,1830204301,ROS,Pleuronectiformes,Pleuronectidae,Lepidopsetta,bilineata
Rockpool prawn,,,2281201803,PNQ,Natantia,Palaemonidae,Palaemon,elegans
Roho labeo,,,1400202415,LRH,Cypriniformes,Cyprinidae,Labeo,rohita
Rooster venus,,,3161104103,FAG,Bivalvia,Veneridae,Protapes,gallus
Rosefishes nei,"Ocean perch,  (multispecies), Coral cod",,17801017XX,ROK,Scorpaeniformes,Scorpaenidae,helicolenus,spp.
Rostrate pitar,,,3161102104,ITT,Bivalvia,Veneridae,Pitar,rostratus
Roudi escolar,,,1750501701,PRP,Scombroidei,Gempylidae,Promethichthys,prometheus
Rough limpet,,,3071900106,LQY,Gastropoda,Patellidae,Patella,ulyssiponensis
Rough longnose dogfish,,,1090101402,SDH,Squaliformes,Squalidae,Deania,hystricosa
Roughhead grenadier,,,1480600103,RHG,Gadiformes,Macrouridae,Macrourus,berglax
Roughsnout grenadier,,,1480600802,TSU,Gadiformes,Macrouridae,Trachyrincus,scabrus
Roughtail stingray,,,1100500307,RDC,Rajiformes,Dasyatidae,Dasyatis,centroura
Round sardinella,"False sardine, Spanish sardine",,1210501210,SAA,Clupeiformes,Clupeidae,sardinella,aurita
Round scad,"Round scad, Cigar minnow, Cigarfish",,1702304301,WEC,Perciformes,Carangidae,Decapterus,punctatus
Round stingray,,,1100501901,RTB,Rajiformes,Dasyatidae,Taeniura,grabata
Roundnose grenadier,,,1480600401,RNG,Gadiformes,Macrouridae,coryphaenoides,rupestris
Royal cucumber,,,6941400404,JCR,Holothuroidea,Stichopodidae,Stichopus,regalis
Royal flagfin,,,1310200301,ULF,Aulopiformes,Aulopidae,Aulopus,filamentosus
Royal red shrimp,,,2282900603,RRS,Natantia,Solenoceridae,pleoticus,robustus
Royal spiny lobster,,,2290100107,LOY,Reptantia,Palinuridae,Panulirus,regius
Royal threadfin,,,1707700401,PET,Percoidei,Polynemidae,Pentanemus,quinquarius
Rubberlip grunt,,,1703620705,GBR,Percoidei,Haemulidae,Plectorhinchus,mediterraneus
,Rubio,,17801017XX,ROK,"","",Helicolenus,lahillei
Rudderfish,,,1760800101,CEO,"Stromateoidei, Anabantoidei",Centrolophidae,Centrolophus,niger
Rugose bonnet,"{""es""=>""Lapa de pie negro""}",,3071100202,KDH,Gastropoda,Cassidae,Cassidaria,tyrrhena
Rugose squat lobster,,,2301900207,URQ,Anomura,Galatheidae,Munida,rugosa
Rustic limpet,,,3071900105,LQR,Gastropoda,Patellidae,Patella,rustica
Sablefish,,,1780800401,SAB,Scorpaeniformes,Anoplopomatidae,Anoplopoma,fimbria
Saddled seabream,,,1703907601,SBS,Percoidei,Sparidae,Oblada,melanura
Saffron cod,,,1480401202,SAF,Gadiformes,Gadidae,eleginus,gracilis
Sailfin roughshark,,,1090500602,OXN,Squaliformes,Oxynotidae,Oxynotus,paradoxus
Saithe,,,1480401501,POK,Gadiformes,Gadidae,pollachius,virens
Salema,,,1703929301,SLM,Percoidei,Sparidae,Sarpa,salpa
,Saltwater clam,,3161102703,VNU,Bivalvia,Veneridae,Venus,nux
,Sand crab,,2311101301,OVP,Decapoda,Ovalipidae,Ovalipes,punctatus
Sand flounder,,,1830205301,RMP,Pleuronectiformes,Pleuronectidae,Rhombosolea,plebeia
Sand gaper,"Softshell clam, Steamer clam",,3161700601,CLS,Bivalvia,Myidae,mya,arenaria
Sand oyster,,,3160700602,IOM,Bivalvia,Ostreidae,striostrea,margaritacea
Sand smelt,,,1630200303,ATP,Atheriniformes,Atherinidae,Atherina,presbyter
Sand sole,,,1830300704,SOS,Pleuronectiformes,Soleidae,Solea,lascaris
Sand steenbras,,,1703927702,SSB,Percoidei,Sparidae,Lithognathus,mormyrus
Sand tiger shark,,,1060200501,CCT,Lamniformes,Odontaspididae,Carcharias,taurus
Sand violet,,,6960903704,MVU,Ascidiacea,Pyuridae,Microcosmus,vulgaris
Sandbar shark,Brown shark,,1080201001,CCP,Carcharhiniformes,Carcharhinidae,carcharhinus,plumbeus
Sandbird octopus,,,3210900509,OUJ,Cephalopoda,Octopodidae,Amphioctopus,aegina
Sandeels nei,Sandlances nei,,17204002XX,SAN,Trachinoidei,Ammodytidae,Ammodytes,spp.
Sandy ray,,,1100400106,RJI,Rajiformes,Rajidae,Raja,circularis
Santer seabream,Santer,,1703911802,SLD,Percoidei,Sparidae,cheimerius,nufar
Sardinellas nei,,,12105012XX,SIX,Clupeiformes,Clupeidae,Sardinella,spp
Sargo breams nei,,,17039033XX,SRG,Percoidei,Sparidae,Diplodus,spp
Saucereye porgy,,,1703903405,CMV,Percoidei,Sparidae,Calamus,calamus
Savalai hairtail,,,1750601102,SVH,Scombroidei,Trichiuridae,Lepturacanthus,savala
Scads nei,,,17023043XX,SDX,Perciformes,Carangidae,Decapterus,spp
Scaldback,,,1830100107,RKZ,Pleuronectiformes,Bothidae,Arnoglossus,kessleri
Scale-rayed wrasse,,,1706300101,AKL,Percoidei,Labridae,Acantholabrus,palloni
Scaled herring,Scaled sardine,,1210503308,HCG,Clupeiformes,Clupeidae,Harengula,jaguana
,Scaleless dragonfish,,1250301401,BTN,Stomiiformes,Stomiidae,Bathophilus,nigerrimus
Scallops nei,(multispecies),,31608XXXXX,SCX,Bivalvia,Pectinidae,"",""
Scamp,Scamp grouper;,,1700204006,MKH,Percoidei,Serranidae,Mycteroperca,phenax
Scarlet shrimp,"great red shrimp, Gambon écarlate (France), Gamba carabinero (Spain)",,2280202101,SSH,Natantia,Aristaeidae,Aristaeopsis,edwardsiana
Scotch bonnet,,,3071100501,FMG,Gastropoda,Cassidae,Semicassis,granulata
Scribbled leatherjac. filefish,,,1900900301,ALN,Tetraodontiformes,Monacanthidae,Aluterus,scriptus
Scup,,,1703935301,SCP,Percoidei,Sparidae,stenotomus,chrysops
Scymnodon dogfishes nei,,,10901017XX,QUX,Squaliformes,Squalidae,Scymnodon,spp
Sea belt,,,7710200303,LQX,Phaeophyceae,Laminariaceae,Saccharina,latissima
Sea cucumbers nei,(multispecies),,694XXXXXXX,CUX,Holothuroidea,"","",""
Sea lamprey,,,1020100101,LAU,Petromyzontiformes,Petromyzontidae,Petromyzon,marinus
Sea trout,,,1230100402,TRS,Salmoniformes,Salmonidae,salmo,trutta
Searobins nei,Gallineta,Searobins,17802020XX,SRA,Scorpaeniformes,Triglidae,Prionotus,spp
Seaweeds nei,,,799XXXXXXX005,SWX,Plantae Aquaticae Miscellanea,,,
Semeles nei,,,31639001XX,XML,Bivalvia,Semelidae,Semele,spp
Senatorial scallop,,,3160803611,KLN,Bivalvia,Pectinidae,Mimachlamys,sanguinea
Senegalese Sole,Senegalese Sole,,1830300708,OAL,Pleuronectiformes,Soleidae,Solea,senegalensis
Senegalese hake,,,1480500402,HKM,Gadiformes,Merlucciidae,Merluccius,senegalensis
Senegalese smooth swimcrab,,,2311100410,PVQ,Brachyura,Portunidae,Portunus,validus
Senegalese tonguesole,,,1830403116,YOE,Pleuronectiformes,Cynoglossidae,Cynoglossus,senegalensis
Sepiella cuttlefishes nei,,,32102030XX,IEX,Cephalopoda,Sepiidae,Sepiella,spp
Sepiola bobtail squids nei,,,32103039XX,IOX,Cephalopoda,Sepiolidae,Sepiola,spp
Sergeant-major,,,1706205702,ABU,Percoidei,Pomacentridae,Abudefduf,saxatilis
Shallow-water Cape hake,,,1480500419,HKK,Gadiformes,Merlucciidae,merluccius,capensis
Shamefaced crab,,,2310100115,KPG,Brachyura,Calappidae,Calappa,granulata
Sharktooth moray,,,1430600420,AGD,Anguilliformes,Muraenidae,Gymnothorax,maderensis
Sharpnose sevengill shark,,,1050200301,HXT,Hexanchiformes,Hexanchidae,Heptranchias,perlo
Sharpsnout seabream,,,1703903307,SHR,Percoidei,Sparidae,Diplodus,puntazzo
Sheepshead,,,1703910201,SPH,Percoidei,Sparidae,archosargus,probatocephalus
Shi Drum,Shi Drum,,1703707001,COB,Perciformes,Sciaenidae,Umbrina,cirrosa
Shore rockling,,,1480402805,GGD,Gadiformes,Gadidae,Gaidropsarus,mediterraneus
Short mackerel,,,1750101401,RAB,Scombroidei,Scombridae,Rastrelliger,brachysoma
Short-finned eel,Short-fin eel ,,1430200207,ELU,Anguilliformes,Anguillidae,anguilla,australis
Shortbelly rockfish,,,1780100125,SFK,Scorpaeniformes,Scorpaenidae,Sebastes,jordani
Shortbill spearfish,"Spearfish, broadbill spearfish, hebi",,1750300905,SSP,Scombroidei,Istiophoridae,tetrapturus,angustirostris
Shortfin mako,,,1060800201,SMA,Lamniformes,Lamnidae,isurus,oxyrinchus
Shortfin scad,"Long-bodied Scad, Slender Scad, Picudillo",,1702304303,DCC,Perciformes,Carangidae,Decapterus,macrosoma
Shortfin squids nei,,,32105010XX,ILL,Cephalopoda,Ommastrephidae,Illex,spp
Shorthead anchovy,,,1210600702,ECT,Clupeiformes,Engraulidae,encrasicholina,heteroloba
Shortjaw leatherjacket,Sardina piña,,1702304903,OLG,Percoidei,Carangidae,Oligoplites,refulgens
Shortnose spurdog,,,1090100708,DOP,Squaliformes,Squalidae,Squalus,megalops
Shortnose velvet dogfish,,,1090101603,CYY,Squaliformes,Squalidae,Centroscymnus,cryptacanthus
,Shortraker rockfish,,1780100120,SFB,"","",Sebastes,borealis
Shortspine thornyhead,,,1780107901,SJU,Scorpaeniformes,Scorpaenidae,sebastolobus,alascanus
Siberian sturgeon,Siberian sturgeon,,1170100112,APB,Acipenseriformes,Acipenseridae,Acipenser,baerii
Sickle pomfret,"monchong, bigscale pomfret",,1702700404,TST,Percoidei,Bramidae,taractichthys,steindachneri
Sicklefin smooth-hound,,,1080400710,MUU,Carcharhiniformes,Triakidae,Mustelus,lunulatus
Sidestripe shrimp,,,2280403701,NDD,Natantia,Pandalidae,pandalopsis,dispar
Signal crayfish,,,2290307601,PCL,Reptantia,Astacidae,Pacifastacus,leniusculus
Silk snapper,"Red snapper, Day Snapper, Yellow-Eyed (Red) Snapper",,1703202734,LTJ,Percoidei,Lutjanidae,lutjanus,vivanus
Silky shark,,,1080201017,FAL,Carcharhiniformes,Carcharhinidae,carcharhinus,falciformis
Silver carp,,,1400204301,SVC,Cypriniformes,Cyprinidae,Hypophthalmichthys,molitrix
Silver cobbler,"Lake Argyle catfish, Lake Argyle",,1410210101,JJT,Siluriformes,Ariidae,Neoarius,midgleyi
Silver croaker,,,1703756101,CRV,Percoidei,Sciaenidae,Pennahia,argentata
Silver gemfish,,,1750500901,GEM,Scombroidei,Gempylidae,rexea,solandri
Silver hake,,,1480500404,HKS,Gadiformes,Merlucciidae,merluccius,bilinearis
Silver pomfret,,,1760300901,SIP,"Stromateoidei, Anabantoidei",Stromateidae,pampus,argenteus
Silver scabbardfish,,,1750600601,SFS,Scombroidei,Trichiuridae,Lepidopus,caudatus
Silver seabream,"Snapper, Pink snapper",,1703919115,GSU,Percoidei,Sparidae,pagrus,auratus
Silver sillago,"northern whiting, Kacapiring",,1701523304,ILS,Percoidei,Sillaginidae,sillago,sihama
Silver warehou,,,1760801004,SEP,"Stromateoidei, Anabantoidei",Centrolophidae,seriolella,punctata
Silver-stripe round herring,,,1210504901,SRH,Clupeiformes,Clupeidae,Spratelloides,gracilis
Silvery John dory,,,1620100401,JOS,Zeiformes,Zeidae,Zenopsis,conchifer
Silvery lightfish,pennant lightfish,,1250203001,MAV,Stomiiformes,Sternoptychidae,maurolicus,muelleri
Sin croaker,,,1703708505,JOU,Percoidei,Sciaenidae,Johnius,dussumieri
Skipjack tuna,,,1750102501,SKJ,Scombroidei,Scombridae,Katsuwonus,pelamis
Slender rockfish,,,1780100915,EZS,Scorpaeniformes,Scorpaenidae,Scorpaena,elongata
Slender thread herring,,,1210504203,OPU,Clupeiformes,Clupeidae,opisthonema,bulleri
Slender tuna,,,1750102701,SLT,Scombroidei,Scombridae,Allothunnus,fallai
Slipper cupped oyster,,,3160700811,CSI,Bivalvia,Ostreidae,Crassostrea,iredalei
Small red scorpionfish,,,1780100912,SNQ,Scorpaeniformes,Scorpaenidae,Scorpaena,notata
Small sandeel,,,1720400205,ABZ,Trachinoidei,Ammodytidae,Ammodytes,tobianus
Small-eyed ray,,,1100400109,RJE,Rajiformes,Rajidae,Raja,microocellata
Small-spotted catshark,Lesser Spotted Dogfish ,,1080100301,SYC,Carcharhiniformes,Scyliorhinidae,scyliorhinus,canicula
Smalltooth sand tiger,,,1060200601,LOO,Lamniformes,Odontaspididae,Odontaspis,ferox
Smalltoothed argentine,,,1230502902,GLI,Salmoniformes,Argentinidae,Glossanodon,leioglossus
Smooth callista,,,3161100601,KLK,Bivalvia,Veneridae,Callista,chione
Smooth hammerhead,,,1080300501,SPZ,Carcharhiniformes,Sphyrnidae,Sphyrna,zygaena
Smooth lanternshark,,,1090101006,ETP,Squaliformes,Squalidae,Etmopterus,pusillus
Smooth nylon shrimp,,,2280400505,HKT,Natantia,Pandalidae,Heterocarpus,laevigatus
Smooth oreo dory,,,1620400201,SSO,Zeiformes,Oreosomatidae,pseudocyttus,maculatus
Smooth sandeel,,,1720400503,ZGS,Trachinoidei,Ammodytidae,Gymnammodytes,semisquamatus
Smooth skate,,,1100400802,RJS,Rajiformes,Rajidae,Malacoraja,senta
Smooth-hound,,,1080400713,SMD,Carcharhiniformes,Triakidae,Mustelus,mustelus
Smoothmouth sea catfish,,,1410200614,SMC,Siluriformes,Ariidae,Arius,heudelotii
Smoothtail spiny lobster,green lobster,,2290100112,NUL,Decapoda,Palinuridae,Panulirus,laevicauda
Snakehead,,,1771900101,CNA,Other Perciformes,Channidae,Channa,argus
Snakelocks anemone,,,6190300201,NOW,Anthozoa,Actiniidae,Anemonia,sulcata
Snappers nei,Red snappers,,17032027XX,SNA,Percoidei,Lutjanidae,lutjanus,spp.
"Snappers, jobfishes nei",(multispecies),,17032XXXXX,SNX,Percoidei,Lutjanidae,"",""
Snoek,,,1750500101,SNK,Scombroidei,Gempylidae,Thyrsites,atun
Snowy grouper,Spotted Grouper,,1700204230,EFV,Percoidei,Serranidae,epinephelus,niveatus
Snubnose pompano,,,1702304701,POO,Percoidei,Carangidae,Trachinotus,blochii
Sockeye salmon,,,1230100906,SOC,Salmoniformes,Salmonidae,oncorhynchus,nerka
Softshell red crab,,,2302012301,PAG,Anomura,Lithodidae,Paralomis,granulosa
Soldierbream,,,1703910503,KBK,Percoidei,Sparidae,argyrops,filamentosus
Solenette,,,1830300301,GSM,Pleuronectiformes,Soleidae,Buglossidium,luteum
Solid surf clam,,,3161202005,ULO,Bivalvia,Mactridae,Spisula,solida
South American pilchard,"Australian pilchard, California pilchard, Japanese pilchard, Southern African pilchard",,1210501303,CHP,Clupeiformes,Clupeidae,Sardinops,sagax
South American rock mussel,,,3161003201,MSL,Bivalvia,Mytilidae,Perna,perna
South Pacific hake,Peruvian hake,,1480500405,PHA,Gadiformes,Merlucciidae,Merluccius,gayi peruanus
South Pacific hake,merluza común,,1480500405,PHA,Gadiformes,Merlucciidae,Merluccius,gayi gayi
Southern blue whiting,New Zealand southern blue whiting,,1480403302,POS,Gadiformes,Gadidae,Micromesistius,australis
Southern bluefin tuna,,,1750102608,SBF,Scombroidei,Scombridae,thunnus,maccoyii
Southern brown shrimp,,,2280100133,PNU,Natantia,Penaeidae,Penaeus,subtilis
Southern flounder,Fluke,,1830804609,YSH,Pleuronectiformes,Paralichthyidae,paralichthys,lethostigma
Southern hake,,,1480500403,HKN,Gadiformes,Merlucciidae,merluccius,australis
Southern king crab,,,2302007001,KCR,Anomura,Lithodidae,lithodes,santolla
Southern kingcroaker,,,1703703901,KGB,Percoidei,Sciaenidae,menticirrhus,americanus
Southern lemon sole,,,1830201801,EOL,Pleuronectiformes,Pleuronectidae,Pelotretis,flavilatus
Southern meagre,,,1703710606,KOB,Percoidei,Sciaenidae,Argyrosomus,japonicus
Southern pink shrimp,,,2280100131,SOP,Decapoda,Penaeidae,Farfantepenaeus,notialis
Southern rays bream,"pomfret, reineta",,1702700302,BRU,Percoidei,Bramidae,brama,australis
Southern red snapper,Pargo,,1703202722,SNC,Percoidei,Lutjanidae,lutjanus,purpureus
Southern rough shrimp,,,2280104302,TRV,Natantia,Penaeidae,trachypenaeus,curvirostris
Southwest Atlantic butterfish,,,1760300405,TMB,"Stromateoidei, Anabantoidei",Stromateidae,Stromateus,brasiliensis
Spangled emperor,"Lencam, Green snapper",,1703817202,LHN,Percoidei,Lethrinidae,lethrinus,nebulosus
Spear shrimp,"Crevette javelot, Camarón lanzón ",,2280101907,NAW,Natantia,Penaeidae,parapenaeopsis,hardwickii
Speckled hind,Speckled hind,,1700204223,EED,Percoidei,Serranidae,Epinephelus,drummondhayi
Speckled shrimp,"Crevette mouchetée (French), Camarón moteado (Spain)",,2280101601,MPN,Natantia,Penaeidae,Metapenaeus,monoceros
Spinefeet nei,Rabbitfishes nei,,17407001XX,SPI,Perciformes,Siganidae,Siganus,spp
Spinous spider crab,,,2312100501,SCR,Brachyura,Majidae,Maja,squinado
Spiny butterfly ray,,,1101001501,RGL,Rajiformes,Gymnuridae,Gymnura,altavela
Spiny cockle,,,3162300101,AKK,Bivalvia,Cardiidae,Acanthocardia,aculeata
Spiny gurnard,,,1780200806,LEP,Scorpaeniformes,Triglidae,Lepidotrigla,dieuzeidei
Spiny lobsters nei,(multispecies),,22901XXXXX,VLO,Reptantia,Palinuridae,"",""
Spiny shrimp,,,2282300501,OFI,Natantia,Crangonidae,Pontophilus,spinosus
Spiny turbot,,,1830700103,PSB,Pleuronectiformes,Psettodidae,Psettodes,bennettii
Spiny turbots nei,"(multispecies), Ikan sebelah",,18307XXXXX,HPX,Pleuronectiformes,Psettodidae,"",""
Spinycheek grouper,,,1700204207,ELD,Percoidei,Serranidae,epinephelus,diacanthus
Splendid alfonsino,,,1610200302,BYS,Beryciformes,Berycidae,Beryx,splendens
Splitnose rockfish,,,1780100122,SFD,Scorpaeniformes,Scorpaenidae,sebastes,diploproa
Spot croaker,,,1703736301,SPT,Percoidei,Sciaenidae,leiostomus,xanthurus
Spot shrimp,,,2280400202,PWY,Natantia,Pandalidae,pandalus,platyceros
Spotback skate,,,1100400146,JRT,Rajiformes,Rajidae,Raja,castelnaui
Spottail mantis squillid,,,2250100102,MTS,Stomatopoda,Squillidae,Squilla,mantis
Spottail shark,"Spot-tail shark, Blacktip shark",,1080201031,CCQ,Carcharhiniformes,Carcharhinidae,carcharhinus,sorrah
Spottail spiny turbot,,,1830700102,SOT,Pleuronectiformes,Psettodidae,Psettodes,belcheri
Spotted flounder,,,1830600101,CIL,Pleuronectiformes,Citharidae,Citharus,linguatula
Spotted ray,"Spotted Skate, Homelyn Ray, Spotted Homelyn Ray",,1100400104,RJM,Rajiformes,Rajidae,raja,montagui
Spotted rose snapper,Rose snapper,,1703202729,LJS,Percoidei,Lutjanidae,lutjanus,guttatus
Spotted seabass,,,1700634501,SPU,Percoidei,Moronidae,Dicentrarchus,punctatus
Spotted skate,,,1100400117,RFL,Rajiformes,Rajidae,Raja,straeleni
Spotted weakfish,Spotted seatrout,,1703701609,SWF,Percoidei,Sciaenidae,cynoscion,nebulosus
Spotted weever,,,1721201004,TZA,Trachinoidei,Trachinidae,Trachinus,araneus
Spotted wolffish,,,1710200103,CAS,Zoarcoidei,Anarhichadidae,anarhichas,minor
Spottedtail angler,,,1950100601,LHU,Lophiiformes,Lophiidae,Lophiodes,caulinaris
Squalid callista,,,3161101802,EGQ,Bivalvia,Veneridae,Megapitaria,squalida
Squeteague(=Gray weakfish),,,1703701614,STG,Percoidei,Sciaenidae,Cynoscion,regalis
St.Paul rock lobster,St.Paul rock lobster,,2290100208,JSP,"","",Jasus,paulensis
Stargazer,,,1721335202,UUC,Trachinoidei,Uranoscopidae,Uranoscopus,scaber
Starry flounder,,,1830204804,PWQ,Pleuronectiformes,Pleuronectidae,platichthys,stellatus
Starry ray,"Starry Skate, Thorny Skate, Maiden Ray",,1100400103,RJR,Rajiformes,Rajidae,Amblyraja,radiata
Starry sturgeon,"Starry sturgeon, stellate sturgeon",,1170100105,APE,Acipenseriformes,Acipenseridae,Acipenser,stellatus
Starry weever,,,1721201005,TZR,Trachinoidei,Trachinidae,Trachinus,radiatus
Sterlet sturgeon,Sterlet sturgeon,,1170100104,APR,Acipenseriformes,Acipenseridae,Acipenser,ruthenus
Stimpson's surf clam,,,3161202002,CLT,Bivalvia,Mactridae,spisula,polynyma
Stolephorus anchovies nei,,,12106050XX,STO,Clupeiformes,Engraulidae,Stolephorus,spp
Stolzmann's weakfish,,,1703701631,YNZ,Percoidei,Sciaenidae,cynoscion,stolzmanni
Stone loach,,,1400700501,BTB,Cypriniformes,Balitoridae,Barbatula,barbatula
Stony sea urchin,,,6930400701,URM,Echinoidea,Echinidae,Paracentrotus,lividus
Stout beardfish,,,1610100102,PXV,Beryciformes,Polymixiidae,Polymixia,nobilis
Stout bobtail squid,,,3210302201,ROA,Cephalopoda,Sepiolidae,Rossia,macrosoma
Straightnose pipefish,,,1510600602,NRO,Syngnathiformes,Syngnathidae,Nerophis,ophidion
Straightnose rabbitfish,,,1120200101,RCT,Chimaeriformes,Rhinochimaeridae,Rhinochimaera,atlantica
Streaked gurnard,,,1780200304,CTZ,Scorpaeniformes,Triglidae,Chelidonichthys,lastoviza
Striped Weakfish,Corvinata pescadilla,,1703701617,WKS,Perciformes,Sciaenidae,Cynoscion,striatus
Striped bass,,,1700600602,STB,Percoidei,Moronidae,morone,saxatilis
"Striped bass, hybrid","Striped bass, hybrid",,17006006XX017,SBH,Perciformes,Moronidae,Morone,hybrid
Striped bonito,,,1750100102,BIP,Scombroidei,Scombridae,Sarda,orientalis
Striped catfish,,,1413000301,PGS,Siluriformes,Pangasiidae,Pangasianodon,hypophthalmus
Striped marlin,,,1750300903,MLS,Scombroidei,Istiophoridae,Kajikia,audax
Striped red shrimp,,,2280203102,ARV,Natantia,Aristaeidae,Aristeus,varidens
Striped snakehead,,,1771900103,FSS,Other Perciformes,Channidae,Channa,striata
Striped soldier shrimp,,,2280403202,LKW,Natantia,Pandalidae,Plesionika,edwardsii
Striped venus,Striped venus,,3161100105,SVE,"","",Chamelea,gallina
Stripped weakfish,"Maria-mole, Pescada maria mole, Pescada-olhuda, Corvinata listada, Pescadilla de calada",,1703701632,YGC,Perciformes,Sciaenidae,Cynoscion,guatucupa
Sturgeon,,,1170100101,APU,Acipenseriformes,Acipenseridae,Acipenser,sturio
Subtruncate surf clam,,,3161202006,ULT,Bivalvia,Mactridae,Spisula,subtruncata
Summer flounder,,,1830804606,FLS,Pleuronectiformes,Paralichthyidae,paralichthys,dentatus
